text,orig_lang
Θωρεί με και μη μου γγίζης,Greek
Βάρεσε το μαχαίρι στο κόκκαλο,Greek
Το κόψε λάσπη,Greek
Κρασί σε πίνω για καλό και συ με πας 'ς τον τοίχο,Greek
Κάλλιο στο κλαρί πάρα στο κλουβί,Greek
Μη λέ'εις μιάλουν λόουν,Greek
Εδώ είναι ο λαγός,Greek
Πέρασα κοκκάνι,Greek
Κύριε ελέησον παπαδιά πέντε μήνους δυο παιδιά κι' άλλα τόσα στην κοιλιά,Greek
"Ο ερχοσμός πέ σας, ο παγεμός πέ μας",Greek
Παλληκάρι τση φακής και γαμπρός τση γάτας,Greek
Όπου γέρνει η παλάντζα κι εμείς,Greek
Τα γέλοια της Παρασκευής την Κυριακή 'βγαίνουν ξύδι,Greek
Εμέν αρέσει τ' αλλουνού περσεύει,Greek
Λείπει ο Μάρτης 'πού τήσ Σαρακοστή,Greek
"Α δε σε νοιώσει η γυναίκα, δε σε λογαριάζει γι άνδρα",Greek
Δεν ήξερει τα τρία κακά τση μοίρας του,Greek
Τ' αδράχτ' τσου συ να κοιτάζ'ς,Greek
Ο καιρός πουλεί τα λάχανα κι ο Μάης τα λουλούδια,Greek
Παίρνει κουλόκρο,Greek
"Αδειανή κοιλιά, Τετραδοπαράσκευο δεν ξέρει",Greek
Παννί βρουμεί,Greek
Γιμάτ' τσ'λιά αυτιά δεν έχ',Greek
Όπ΄ έχει γοργά στάμενα γοργά καββαλικεύει,Greek
"Έλαμψεν η χάρις σου, Κύριε",Greek
Έναν Παρασκευήν εξούκ' εν',Greek
Είναι ματαβγαλμένος,Greek
"Εν τζ' εν η άξισι του οφτου, αμμάν η παραπόνησί του",Greek
"Τσα που γίνημαν άντρα, για εσύ θα πεθάνης, για εγώ θα χηρέψω",Greek
Βουνόμ με βουνόν εν ι – σμήγει,Greek
"Οποίος προσκυνάει και κλάνει, κ' η πορδαίς του φύγανε, και τση μετάνοιαις του έχασε",Greek
"Κόρφος που μπάση, θα βάλη",Greek
"Αν δεν κάτσεις να φάς, να πίης, άνθρωπο δεν καταλαβαίνεις",Greek
Μάθαν που πλακουνόμουν κίν'σαν κι οι μυλουναδες,Greek
Όξω από το σπίτι μου ας είν' και τ' αδερφού μου,Greek
"Βόθσε τον εαύτο σου, να σε βοηθήσ' ο Θεός",Greek
Απου μουλουχτό πουτάμ' να φ'λάϊσι,Greek
Δεν βράζει με το ζουμί του,Greek
Αλάτι και κουκιά,Greek
Τον ήβαλε στα μιτόχτενά της,Greek
Παίνεψ' το ζουρλό να τογ κάμης αδερφό,Greek
Τον έμασε τα δυό πόδια σ' ένα τσαρούχι,Greek
Κλούβιο κιφάλ',Greek
"Απ' το Θεό κρύβεσαι, απ' το γείτονά σ' δεν κρύβεσαι",Greek
Που βλαστημά στον κάματον τραουά στο θέρος,Greek
Σ' κόβου τό βήχα!,Greek
Έκανες ένα γαμπρό; Έκανες ένα εχθρό,Greek
Πήρα τα μάτια μου κ΄ έφυγα,Greek
Μικρή είναι και η λίρα αλλά πόσους παράδες πιάνει,Greek
Τα δάκρυα μαλακώνουν την καρδιά του ανθρώπου,Greek
"Η Ν΄κόλαρους η κλέφταρους στις στράτες διαλαλούσε : - Γυρέψεως, μη δόσεως, αρπάξεως, συγχωρήσεως",Greek
Γριά δαδαύσε 'ς τα σύκες,Greek
"Απιστία, βρε Μανιατες γράφετέ μας για χωριάτες",Greek
Γειά νάχη που μ' ανάβαλε γλυκά που με θυμήθητσαί κουφαμός που μ' άκουτσε τσαί δεν απηλογήθη,Greek
Τον πήρε στο λαιμό του,Greek
Βάφεται και γίνεται 'σαν του κοράκου το φτερό!,Greek
Ο κάττης για το ψάρι επούλησε τ' αμπέλι του,Greek
Τόνε θωρείς ξυπόλυτος γοργό καλυκωμένο,Greek
